release_id,pdf_page,entity_type,value_verbatim,value_normalized,norm_rule,candidate_flags
65-HS1-834228961-62-HQ-83894-Section-1.pdf,185,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,4,PERSON,Mrs. Levi J. Dow Very,Mrs. Levi J. Dow Very,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,4,ORG,AFSC,AFSC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,4,DATE,"August 31, 1966","August 31, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,8,PERSON,Dr. Daniel W. Fry,Dr. Daniel W. Fry,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,8,PERSON,Dr. George King,Dr. George King,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,8,PERSON,Dr. Frank E. Stranges,Dr. Frank E. Stranges,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,8,ORG,AFSC,AFSC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Dr. Raymond Bernard,Dr. Raymond Bernard,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Dr. Frank E. Stranges',Dr. Frank E. Stranges',,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Dr. Daniel W. Fry's Man,Dr. Daniel W. Fry's Man,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Mrs. Maud Willsie,Mrs. Maud Willsie,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Mrs. Willsie,Mrs. Willsie,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Mrs. Roberta T. International Headquarters,Mrs. Roberta T. International Headquarters,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Mr. Leverett G. Inglewood,Mr. Leverett G. Inglewood,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,PERSON,Mrs. Lee Yates. Phone,Mrs. Lee Yates. Phone,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,ORG,AFSC,AFSC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,DATE,"May 4, 1966","May 4, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,DATE,"June 4, 1966","June 4, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,DATE,"June 23, 1966","June 23, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,DATE,"April 24, 1964","April 24, 1964",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,LOCATOR,Room 325,Room 325,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,9,MARKING,SECRET,SECRET,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,PERSON,Mrs. Lorena Vogt,Mrs. Lorena Vogt,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,PERSON,Dr. Maria Elliott,Dr. Maria Elliott,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,PERSON,Dr. King,Dr. King,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,ORG,AFSC,AFSC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,DATE,"October 25, 1965","October 25, 1965",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,DATE,"Sept. 10, 1965","Sept. 10, 1965",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,10,DATE,"March 5, 1966","March 5, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mr. Reynolda,Mr. Reynolda,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mrs. Elmo Otis,Mrs. Elmo Otis,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mrs. Russell Scrivner,Mrs. Russell Scrivner,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mrs. Jack A. Zolar,Mrs. Jack A. Zolar,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mrs. James E. Simington,Mrs. James E. Simington,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mrs. Neal Reth,Mrs. Neal Reth,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,PERSON,Mrs. Lloyd Hurley,Mrs. Lloyd Hurley,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,11,DATE,"Mardi 21, 1168","Mardi 21, 1168",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,12,PERSON,Mrs. Thoma,Mrs. Thoma,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,12,PERSON,Mr. Smith,Mr. Smith,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,12,PERSON,Mr. Emery,Mr. Emery,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,12,ORG,AFSC,AFSC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,12,DATE,"March 26, 1968","March 26, 1968",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,PERSON,Mr. Salisbury,Mr. Salisbury,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,PERSON,Mr. Bressette,Mr. Bressette,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,PERSON,Mr. Green,Mr. Green,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,PERSON,Sgt. David Tellotson,Sgt David Tellotson,RANK,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,PERSON,Dr. Daniel W. Fry,Dr. Daniel W. Fry,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,PERSON,Mr. Menzel,Mr. Menzel,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,ORG,Project Blue Book,Project Blue Book,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,13,ORG,NICAP,NICAP,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,14,PERSON,Dr. George White,Dr. George White,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,14,PERSON,Dr. John,Dr. John,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,14,PERSON,Dr Allan,Dr Allan,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,14,ORG,IDA,IDA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,14,ORG,NICAP,NICAP,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,14,ORG,AFSC,AFSC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,15,PERSON,Mrs. Ernest Lee,Mrs. Ernest Lee,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,15,DATE,"May 9, 1966","May 9, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,PERSON,Mr. JARVIS,Mr. JARVIS,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,PERSON,Mr. COOPER,Mr. COOPER,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,ORG,SAC,SAC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,DATE,10/3/66,10/3/66,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,DATE,9/22/66,9/22/66,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,DATE,9/19/66,9/19/66,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,18,DATE,5/4/66,5/4/66,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,20,PERSON,Mr. Paul,Mr. Paul,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,20,PERSON,Mr. Wright,Mr. Wright,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,20,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,20,DATE,"October 17, 1966","October 17, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,25,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,25,ORG,SAC,SAC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,25,DATE,10/19/66,10/19/66,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,25,DATE,10/1/47,10/1/47,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,25,DATE,3/25/49,3/25/49,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,25,DATE,"October 16, 1966","October 16, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,28,PERSON,Dr. EDWARD,Dr. EDWARD,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,30,PERSON,Dr. Ed,Dr. Ed,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,30,ORG,Project Blue Book,Project Blue Book,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,31,PERSON,Mr. DeLoach,Mr. DeLoach,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,31,PERSON,Mr. Wick,Mr. Wick,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,31,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,31,DATE,"October 21, 1966","October 21, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,31,MARKING,confidential,CONFIDENTIAL,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,32,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,33,DATE,"January 26, 1965","January 26, 1965",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,35,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,37,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,38,DATE,"April 24, 1964","April 24, 1964",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,39,ORG,SAC,SAC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,39,ORG,OSI,OSI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,39,DATE,"December 21, 1966","December 21, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,42,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,42,DATE,"December 27, 1966","December 27, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,44,PERSON,Mr. J. Edgar Hoover TELE,Mr. J. Edgar Hoover TELE,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,44,PERSON,Mr. Hoover,Mr. Hoover,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,44,DATE,"December 23, 1966","December 23, 1966",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,44,MARKING,secret,SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,47,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,51,PERSON,Mr. DeLoach Mr. Gale Liaison,Mr. DeLoach Mr. Gale Liaison,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,51,PERSON,Mr. McAndrews,Mr. McAndrews,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,51,PERSON,Mr. Ware January,Mr. Ware January,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,51,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,51,DATE,"January 18, 1987","January 18, 1987",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,57,LOCATOR,Room 6S27,Room 6S27,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,57,LOCATOR,Room 6524,Room 6524,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,57,MARKING,Restricted,RESTRICTED,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,62,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,62,ORG,SAC,SAC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,62,DATE,"July 4, 1961","July 4, 1961",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,63,DATE,"June 8, 1967","June 8, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,63,DATE,"April 26, 1967","April 26, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,63,MARKING,top secret,TOP SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,64,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,64,DATE,"March 14, 1945","March 14, 1945",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,64,DATE,"December 26, 1951","December 26, 1951",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,64,DATE,"January 7, 1952","January 7, 1952",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,65,DATE,"June 8, 1967","June 8, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,65,DATE,"April 16, 1967","April 16, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,65,MARKING,top secret,TOP SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,68,DATE,"April 26, 1967","April 26, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,68,MARKING,top secret,TOP SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,72,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,72,ORG,SAC,SAC,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,72,ORG,CIA,CIA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,72,DATE,7/25/67,7/25/67,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,73,PERSON,Mr. Theodore Gray,Mr. Theodore Gray,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,73,PERSON,Mr. Hullett,Mr. Hullett,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,73,PERSON,Mr. Hoover,Mr. Hoover,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,73,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,73,DATE,"August 24, 1967","August 24, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. Callahan,Mr. Callahan,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. Conrad,Mr. Conrad,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. Gale,Mr. Gale,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. Rosen,Mr. Rosen,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. Sull,Mr. Sull,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. TaveL,Mr. TaveL,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,PERSON,Mr. Hoover,Mr. Hoover,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,75,DATE,"August 19, 1967","August 19, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,PERSON,Mr. Ad,Mr. Ad,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,PERSON,Mr. Fred Steckl,Mr. Fred Steckl,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,PERSON,Mr Rona,Mr Rona,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,PERSON,Mr. Geo,Mr. Geo,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,PERSON,Lt Colonel,Lt Col,RANK,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,ORG,USAF,USAF,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,79,MARKING,secret,SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,80,PERSON,Dr. Fred Hoyl,Dr. Fred Hoyl,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,80,MARKING,secret,SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,81,PERSON,Mr. Smith,Mr. Smith,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,81,PERSON,Mr. Adamski,Mr. Adamski,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,81,PERSON,Mr. George Adamski,Mr. George Adamski,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,81,PERSON,Mrs. Fred Steck,Mrs. Fred Steck,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,81,ORG,NASA,NASA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,81,MARKING,confidential,CONFIDENTIAL,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,82,PERSON,Dr. The,Dr. The,,TRUNCATED;TRAILING_PROSE
65-HS1-834228961-62-HQ-83894-Section-10.pdf,82,PERSON,Mrs. Suzy Peeters,Mrs. Suzy Peeters,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,82,PERSON,Dr. Johnson,Dr. Johnson,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,82,PERSON,Mrs. Merna Lindermayor,Mrs. Merna Lindermayor,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,83,PERSON,Dr. Johnson,Dr. Johnson,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Dr. Pau,Dr. Pau,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Dr. Lowman,Dr. Lowman,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Mr. Fred Steckling,Mr. Fred Steckling,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Mr. Steck,Mr. Steck,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Mr. Pen,Mr. Pen,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Mr. Cramp,Mr. Cramp,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Mr. Of,Mr. Of,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,PERSON,Dr. Hynek. His,Dr. Hynek. His,,TRUNCATED;TRAILING_PROSE
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,ORG,NASA,NASA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,84,DATE,Feb. 20 1967,Feb. 20 1967,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,PERSON,Mr. Steckling,Mr. Steckling,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,PERSON,Lt. Colonel,Lt Col,RANK,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,PERSON,Mr. Fred Steckling,Mr. Fred Steckling,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,PERSON,Mr. Cramp,Mr. Cramp,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,ORG,NASA,NASA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,ORG,Project Blue Book,Project Blue Book,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,ORG,USAF,USAF,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,DATE,"March 10, 1967","March 10, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,85,DATE,Mar 17 1967,Mar 17 1967,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,86,PERSON,Dr. Lanuza,Dr. Lanuza,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,86,PERSON,Mr. Reyes,Mr. Reyes,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,86,PERSON,Mrs. Maria Cristina,Mrs. Maria Cristina,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,86,PERSON,Dr. Jose A. Lanuza,Dr. Jose A. Lanuza,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,86,PERSON,Dr. Lanuza County,Dr. Lanuza County,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,86,ORG,NASA,NASA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,87,PERSON,Capt. Frank J. Morris,Capt Frank J. Morris,RANK,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,87,ORG,NASA,NASA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,88,PERSON,Mr. George Adamski,Mr. George Adamski,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,88,PERSON,Mr. Ad,Mr. Ad,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,88,PERSON,Mr. Adamski,Mr. Adamski,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,88,PERSON,Mrs. Jane McEvoy,Mrs. Jane McEvoy,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,88,MARKING,secret,SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,89,PERSON,Lt. General Schaper,Lt Gen Schaper,RANK,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,89,PERSON,Dr. M. Rooy,Dr. M. Rooy,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,89,PERSON,Mr. Kolff,Mr. Kolff,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,89,PERSON,Mr. Kolff. Seated,Mr. Kolff. Seated,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,89,MARKING,secret,SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,89,MARKING,confidential,CONFIDENTIAL,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,91,PERSON,Prof. Dr. Hermann Oberth,Prof. Dr. Hermann Oberth,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,91,PERSON,Dr. Kurt Waldheim,Dr. Kurt Waldheim,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,PERSON,Prof. Dr. Hermann Th,Prof. Dr. Hermann Th,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,PERSON,Prof. Dr. Herm,Prof. Dr. Herm,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,PERSON,Prof. Dr. Gabriel Alvial,Prof. Dr. Gabriel Alvial,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,PERSON,Prof. Dr. Alexander Kazantsev Soviet,Prof. Dr. Alexander Kazantsev Soviet,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,PERSON,Prof. Dr. Carl Sagan,Prof. Dr. Carl Sagan,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,PERSON,Prof. Dr. Mitrovan Zverer,Prof. Dr. Mitrovan Zverer,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,ORG,NASA,NASA,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,92,MARKING,Confidential,CONFIDENTIAL,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,93,PERSON,Prof. Dr. Allen J. Hyn,Prof. Dr. Allen J. Hyn,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,93,ORG,NICAP,NICAP,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,93,ORG,APRO,APRO,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,93,MARKING,secret,SECRET,MARKING,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,94,PERSON,Mr. Ra,Mr. Ra,,TRUNCATED
65-HS1-834228961-62-HQ-83894-Section-10.pdf,94,PERSON,Mr. Robinson,Mr. Robinson,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,94,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,94,DATE,"October 3, 1967","October 3, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,100,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,100,ORG,OSI,OSI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,100,DATE,10/10/67,10/10/67,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,100,DATE,10/9/67,10/9/67,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,DATE,"October 10, 1967","October 10, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,DATE,"October 9, 1967","October 9, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,DATE,"August 21, 1967","August 21, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,DATE,"May 22, 1962","May 22, 1962",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,DATE,"August 6, 1967","August 6, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,102,DATE,"August 20, 1967","August 20, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,104,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,105,DATE,"October 10, 1987","October 10, 1987",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,105,DATE,"October 9, 1987","October 9, 1987",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,105,DATE,"May 22, 1962","May 22, 1962",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,107,ORG,FBI,FBI,,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,107,DATE,"October 10, 1961","October 10, 1961",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,107,DATE,"October 9, 1967","October 9, 1967",,CLEAN
65-HS1-834228961-62-HQ-83894-Section-10.pdf,107,DATE,"May 22, 1962","May 22, 1962",,CLEAN
